iid,gender,pid,match,int_corr,samerace,age_o,race_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,dec_o,attr_o,sinc_o,intel_o,fun_o,like_o,prob_o,met_o,age,field,race,imprace,imprelig,from,goal,date,go_out,career,career_c,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,attr3_1,sinc3_1,fun3_1,intel3_1,dec,attr,sinc,intel,fun,like,prob,met
194,0,218.0,0,-0.29,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,0,2.0,6.0,4.0,5.0,3.0,2.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,8.0,9.0,10.0,7.0,6.0,4.0,2.0
194,0,220.0,0,-0.22,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,0,5.0,8.0,8.0,7.0,2.0,1.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,6.0,10.0,10.0,9.0,7.0,7.0,2.0
194,0,221.0,1,0.41,0,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,1,4.0,3.0,6.0,7.0,6.0,3.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,8.0,10.0,10.0,8.0,8.0,7.0,2.0
194,0,222.0,0,-0.23,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,0,7.0,4.0,4.0,4.0,4.0,3.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,3.0,10.0,9.0,6.0,5.0,5.0,2.0
194,0,223.0,0,0.3,1,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,1,7.0,7.0,7.0,8.0,6.0,6.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,6.0,10.0,10.0,7.0,6.0,6.0,2.0
194,0,224.0,0,0.19,1,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,0,5.0,8.0,7.0,7.0,7.0,5.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,7.0,9.0,10.0,8.0,7.0,7.0,2.0
194,0,225.0,0,-0.18,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,0,6.0,4.0,5.0,5.0,4.0,6.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,7.0,10.0,10.0,8.0,7.0,6.0,2.0
194,0,226.0,0,-0.07,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,0,4.0,5.0,5.0,4.0,4.0,7.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,10.0,8.0,8.0,8.0,7.0,6.0,2.0
194,0,227.0,0,0.57,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,0,4.0,6.0,6.0,5.0,4.0,4.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,10.0,8.0,7.0,7.0,7.0,5.0,2.0
194,0,228.0,0,-0.05,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,0,6.0,7.0,6.0,4.0,5.0,3.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,7.0,10.0,10.0,6.0,6.0,4.0,2.0
194,0,229.0,0,0.33,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,0,1.0,5.0,5.0,3.0,5.0,3.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,8.0,9.0,8.0,6.0,7.0,6.0,2.0
194,0,230.0,0,-0.02,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,0,3.0,5.0,5.0,2.0,2.0,1.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,6.0,10.0,9.0,8.0,5.0,5.0,2.0
194,0,231.0,0,-0.28,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,0,5.0,4.0,6.0,5.0,4.0,5.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,1,8.0,10.0,9.0,8.0,7.0,7.0,2.0
194,0,232.0,0,-0.44,1,31.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,0,5.0,5.0,5.0,4.0,5.0,2.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,5.0,10.0,9.0,6.0,5.0,7.0,2.0
194,0,233.0,0,0.17,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,1,6.0,7.0,8.0,7.0,6.0,4.0,2.0,24.0,clinical psychology,2.0,9.0,9.0,New York,3.0,3.0,2.0,Psychologist,3.0,8.0,6.0,6.0,9.0,6.0,6.0,4.0,8.0,7.0,9.0,9.0,6.0,9.0,5.0,7.0,9.0,4.0,16.0,16.0,20.0,16.0,18.0,9.0,10.0,8.0,10.0,0,6.0,7.0,9.0,7.0,7.0,5.0,2.0
195,0,214.0,0,0.27,1,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,0,9.0,8.0,7.0,7.0,7.0,0.0,1.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,8.0,7.0,10.0,8.0,10.0,1.0,1.0
195,0,215.0,1,0.41,0,26.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,1,5.0,9.0,8.0,9.0,8.0,8.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,7.0,8.0,9.0,9.0,10.0,8.0,2.0
195,0,216.0,0,-0.03,1,27.0,2.0,7.5,17.5,20.0,22.5,12.5,20.0,1,7.0,7.0,9.0,8.0,7.0,4.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,5.0,8.0,7.0,6.0,6.0,7.0,2.0
195,0,217.0,1,0.01,1,26.0,2.0,21.28,17.02,21.28,12.77,6.38,21.28,1,6.0,5.0,9.0,4.0,7.0,8.0,1.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,9.0,6.0,10.0,7.0,6.0,7.0,2.0
195,0,218.0,0,0.07,1,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,1,6.0,7.0,7.0,5.0,6.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,6.0,10.0,10.0,5.0,7.0,6.0,2.0
195,0,219.0,0,0.09,1,26.0,2.0,16.28,16.28,18.6,16.28,16.28,16.28,1,7.0,8.0,7.0,7.0,7.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,9.0,10.0,9.0,9.0,9.0,7.0,2.0
195,0,220.0,0,0.6,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,1,8.0,8.0,9.0,10.0,9.0,9.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,5.0,10.0,9.0,8.0,9.0,8.0,2.0
195,0,221.0,0,-0.21,0,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,1,7.0,8.0,8.0,8.0,7.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,7.0,8.0,7.0,7.0,7.0,5.0,2.0
195,0,222.0,0,0.03,1,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,0,6.0,3.0,8.0,3.0,4.0,3.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,4.0,5.0,10.0,5.0,5.0,7.0,2.0
195,0,223.0,0,0.22,1,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,1,6.0,8.0,6.0,7.0,5.0,7.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,6.0,8.0,10.0,5.0,8.0,6.0,2.0
195,0,224.0,0,0.44,1,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,0,7.0,6.0,7.0,7.0,7.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,8.0,8.0,10.0,6.0,8.0,7.0,2.0
195,0,225.0,1,-0.27,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,1,6.0,7.0,7.0,7.0,6.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,6.0,7.0,8.0,9.0,8.0,8.0,2.0
195,0,226.0,0,-0.04,1,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,0,6.0,7.0,7.0,8.0,6.0,7.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,10.0,9.0,9.0,8.0,7.0,7.0,2.0
195,0,227.0,0,-0.12,1,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,1,6.0,4.0,8.0,8.0,6.0,6.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,9.0,7.0,7.0,6.0,7.0,8.0,2.0
195,0,228.0,0,0.26,0,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,1,6.0,6.0,6.0,7.0,6.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,8.0,9.0,10.0,5.0,6.0,6.0,2.0
195,0,229.0,1,0.49,1,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,1,8.0,9.0,7.0,9.0,7.0,7.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,8.0,8.0,9.0,9.0,7.0,9.0,2.0
195,0,230.0,0,-0.43,1,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,1,8.0,7.0,7.0,7.0,7.0,4.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,6.0,7.0,6.0,6.0,5.0,8.0,2.0
195,0,231.0,0,0.17,0,30.0,3.0,18.6,20.93,23.26,23.26,2.33,11.63,1,6.0,8.0,8.0,8.0,8.0,6.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,6.0,10.0,9.0,8.0,9.0,9.0,2.0
195,0,232.0,0,0.29,1,31.0,2.0,17.78,17.78,17.78,17.78,13.33,15.56,1,7.0,8.0,8.0,8.0,7.0,6.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,0,5.0,6.0,7.0,4.0,5.0,7.0,2.0
195,0,233.0,1,-0.5,0,29.0,4.0,14.0,20.0,18.0,16.0,14.0,18.0,1,6.0,7.0,7.0,7.0,6.0,5.0,2.0,27.0,microbiology,2.0,3.0,9.0,"Rochester, NY",1.0,2.0,1.0,professional student,2.0,7.0,6.0,9.0,8.0,5.0,5.0,9.0,9.0,8.0,10.0,1.0,3.0,4.0,3.0,6.0,5.0,1.0,15.38,19.23,19.23,19.23,13.46,9.0,8.0,10.0,10.0,1,6.0,9.0,10.0,9.0,7.0,7.0,2.0
196,0,214.0,1,0.0,0,23.0,2.0,17.02,21.28,17.02,21.28,14.89,8.51,1,7.0,8.0,8.0,7.0,6.0,6.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,1,5.0,8.0,7.0,9.0,6.0,5.0,1.0
196,0,215.0,0,-0.38,1,26.0,4.0,14.89,19.15,21.28,19.15,14.89,10.64,0,5.0,8.0,5.0,3.0,3.0,3.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,1,5.0,6.0,7.0,6.0,6.0,5.0,2.0
196,0,216.0,0,0.3,0,27.0,2.0,7.5,17.5,20.0,22.5,12.5,20.0,0,7.0,6.0,9.0,7.0,6.0,5.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,3.0,5.0,5.0,7.0,7.0,2.0
196,0,217.0,0,0.52,0,26.0,2.0,21.28,17.02,21.28,12.77,6.38,21.28,0,4.0,7.0,8.0,5.0,7.0,6.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,1,6.0,8.0,7.0,6.0,8.0,8.0,1.0
196,0,218.0,0,0.14,0,24.0,2.0,20.51,5.13,23.08,12.82,17.95,20.51,0,2.0,5.0,4.0,3.0,2.0,1.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,3.0,3.0,2.0,2.0,1.0,2.0
196,0,219.0,1,0.2,0,26.0,2.0,16.28,16.28,18.6,16.28,16.28,16.28,1,8.0,7.0,7.0,5.0,7.0,5.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,1,6.0,7.0,7.0,7.0,7.0,8.0,1.0
196,0,220.0,0,-0.34,0,25.0,6.0,16.67,16.67,16.67,16.67,14.81,18.52,1,10.0,10.0,10.0,9.0,9.0,8.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,4.0,4.0,3.0,3.0,2.0,5.0,2.0
196,0,221.0,0,0.15,1,27.0,4.0,15.56,17.78,17.78,17.78,17.78,13.33,1,6.0,5.0,5.0,4.0,5.0,5.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,3.0,6.0,4.0,3.0,3.0,3.0,2.0
196,0,222.0,0,0.5,0,27.0,2.0,9.52,19.05,23.81,19.05,4.76,23.81,1,7.0,6.0,5.0,3.0,6.0,4.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,6.0,4.0,2.0,2.0,2.0,2.0
196,0,223.0,0,-0.15,0,28.0,2.0,17.39,17.39,19.57,19.57,10.87,15.22,0,7.0,8.0,6.0,2.0,3.0,4.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,7.0,7.0,5.0,3.0,1.0,2.0
196,0,224.0,0,0.0,0,32.0,2.0,17.24,17.24,17.24,17.24,13.79,17.24,0,7.0,8.0,5.0,5.0,5.0,5.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,5.0,3.0,2.0,1.0,3.0,2.0
196,0,225.0,0,0.09,0,28.0,3.0,14.71,14.71,14.71,14.71,20.59,20.59,0,6.0,5.0,5.0,3.0,5.0,3.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,3.0,4.0,4.0,4.0,2.0,3.0,2.0
196,0,226.0,0,-0.2,0,23.0,2.0,25.64,17.95,15.38,20.51,10.26,10.26,0,5.0,8.0,7.0,4.0,6.0,7.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,5.0,4.0,5.0,5.0,3.0,5.0,2.0
196,0,227.0,0,-0.1,0,26.0,2.0,20.0,16.0,18.0,16.0,16.0,14.0,0,5.0,7.0,7.0,6.0,3.0,4.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,5.0,5.0,4.0,2.0,3.0,5.0,2.0
196,0,228.0,0,0.52,1,24.0,4.0,13.51,18.92,21.62,13.51,13.51,18.92,1,6.0,7.0,6.0,4.0,6.0,4.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,5.0,3.0,2.0,1.0,3.0,2.0
196,0,229.0,0,-0.4,0,28.0,2.0,21.43,16.67,21.43,16.67,11.9,11.9,0,6.0,7.0,8.0,2.0,3.0,2.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,3.0,3.0,5.0,3.0,3.0,5.0,2.0
196,0,230.0,0,0.57,0,42.0,2.0,23.81,23.81,23.81,23.81,2.38,2.38,1,8.0,7.0,8.0,5.0,8.0,4.0,2.0,25.0,"religion, gsas",4.0,1.0,6.0,"Taipei, Taiwan",1.0,1.0,1.0,education,2.0,3.0,3.0,6.0,7.0,7.0,7.0,8.0,6.0,8.0,6.0,8.0,9.0,9.0,9.0,9.0,7.0,9.0,17.65,17.65,17.65,15.69,15.69,9.0,9.0,9.0,9.0,0,2.0,3.0,3.0,3.0,3.0,5.0,2.0
